lexicon.rn	analysis	user_an	other_an	lexicon.reflex	lexicon.gloss	lexicon.gfn	languagenames.lgid	languagenames.language	languagegroups.grpid	languagegroups.grpno	languagegroups.grp	citation	languagenames.srcabbr	lexicon.srcid	lexicon.semkey	chapters.chaptertitle	num_notes
416313				(khə nɑ) nɐ ŋɐ ndzot	bark	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1432.11	2.1.11.1	Bark (of dog)	0
415622				(khɐ kpə) kɑ pɑ	tell (a story)	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1417.11	1.8.7	Speak/Say/Tell	0
399244			65:5828,65:m,65:m	(koŋ) kə ktᴇ	expensive		1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1054.11	5.9	Monetary Terms	0
399298			5:bTibetan,5:m	(koŋ) |kə wɑt	cheap		1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1055.11	5.9	Monetary Terms	0
406296				(kə jɑm) nə khʃut	come out (the sun)		1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1207.11	6.7.1	Inward	0
430786				(mən tok) kɑ tʂop	embroider	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1741.11			0
429844				(nɑ) kə ndzyi	hang down / droop	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1720.11	6.1.1.5	Hang	0
416039				(pkɐi ko) nɑ mbrᴇ	crow (of cocks)	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1426.11	2.2.4.1	Particular birds	0
429313				(pər) kɐ ndʐət	hold (a pen)	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1709.11	6.16	Holding	0
424979	5442,m,m			(rtsɐ) kə ndzok	rust	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1618.11	3.2.4	Elements, metals, alloys	0
411101	2729			(tshɐ) kɐ lɐt	put in (salt)	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1315.11	6.17	Putting	0
420530	p,273,m,p,m			(tə khɑ) rəm kɐ stsəs	close (the mouth) lightly	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1523.11	6.2.2.6.2	Close	0
429797	p,2473,m,m			(tə mu) kə lɐt	fall (rain)	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1719.11	6.1.1.4.2	Fall	0
426995				(tə mȵɑk tʃi) kə khʃut	shed (tears)	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1660.11	5.11.9.1	Kinds of dwellings	0
430587				(tə pok) kə phʃɐl	diarrhea, have	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1737.11	1.8.5	Feces/Shit/Dung/Filth/Excrement	0
423985				(tə rpi) kɐ ktor	scatter (seeds)	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1597.11	6.10.3	Wide separation - Scatter	0
417160				(tə srok) kɑ rᴇ	rescue / save	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1451.11	6.2.2.1	Assorted action verbs	0
419551				(tə tʃi) kə ndə	flow (of water)	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1502.11	6.6.1	Float	0
405981				(tə tʃil) kɑ sə lɟjo	rinse / flush		1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1200.11	6.6	Verbs requiring liquids	0
428691	418,m,m			(tə |tshək) kə khʃut	dislocate (a joint)	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1696.11	6.9	Undoing	0
428319				(tə ŋɑr) kɐ phʃət	spit	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1688.11	1.8.3	Spit/Saliva	0
425025				(tə ʃkhor) kə pɑ	grow (a boil)	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1619.11	9.7.2	Verbs referring to size/shape	0
392673				(tə) tɐ lok	double / twice	clf	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0927.11	9.9	Numbers and numeric expression	0
432925				(tətʃi) tɑ kə ktᴇ	go up (water level) / rise	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1787.11	6.7.2	Outward	0
406116				(tɐ thə) kɑ mot	smoke (a cigarette)	v	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1203.11	3.2.12.2	Fire, flames, and burnt things	0
427766	m,m,p,m,568			(tɐn tɐn) kɑ mɑ rpɑk	carry (sthg.) with a pole on t	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1676.11	10.1.1	Prepositions	0
405583				(tɑ cçɑ) kɐ tshok	prop up / support		1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1190.11	6.2	Action Verbs with Patient	0
432232				(tɑ ko) kə mtʃir	dizzy, feel / giddy	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1772.11	8.3.1.11.3	Thrilled, Dizzy	0
431288				(tɑ ko) kɐ sɐ tso lot	shake (one's head)	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1752.11	6.7.9	Manner is primary	0
425069				(tɑ pu) kə scçə	birth, give to	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1620.11	1.1.2	Life/Breathe/Exist	0
408300	m,m,m,2779			(tɑ rti) kɑ wɑt	wear (a hat)	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1252.11	6.2.2.1	Assorted action verbs	0
433655				(tɑ ȵᴇ) kɐ tshok	use or lean on (a walking stic	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1803.11	6.2.2.7.1	Use	0
408389				(zgrok) kɐ tshok	wear (a bracelet)	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1254.11	6.2.2.1	Assorted action verbs	0
408346	m,m,m,2779			(ʃu phɑ)◦kɑ wɑt	wear (a turban)	v.	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1253.11	6.2.2.1	Assorted action verbs	0
355919				bdɐk po	host / master	n	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0212.11	4.4.2	Clans and neighbors	0
358261				bo lɑ	cattle (common)	n	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0255.11	2.1.2	Bovine	0
436895				bzol khok	tortoise	n	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0346.11	2.1.6	Reptiles and Amphibians	0
347693				bzɑŋ	copper	n	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0053.11	3.2.4	Elements, metals, alloys	0
403731				bə rlən kɐ lɐt	dig		1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1150.11	6.11	Digging, excavation	0
361466				cça mso	musk	n	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0316.11	1.5.3.2	Five	0
348374				cçhəm mdzə	village	n	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0066.11	5.8	Religion	0
392153				cçhɑ	time / instance (of going somewhere)	clf	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0917.11	9.1.5	Other Intervals	0
392309				cçhɑ	time / instance (of hitting)	clf	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0920.11	9.1.5	Other Intervals	0
391033				cço	ten cents	clf	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0907.11	9.9	Numbers and numeric expression	0
346243				cço khɑ	valley	n	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0025.11	3.2.5	Landforms and geographical features	0
373430				cço rbo	plate / dish	n	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0554.11	5.5	Cooking Implements	0
368162				cçɐ	alcoholic beverage	n	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0452.11	3.1.6	Extracts and processed forms	0
361415				cçɑ	deer (river)	n	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0315.11	2.2.2	Cervidae	0
398921				cçɑ	false		1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	1048.11	9.6.2.1	Negative Qualities	0
362803				du dut pi pi	turtledove	n	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0342.11	2.2.4.1	Particular birds	0
355555				go ɟjɑ lɑ	baldhead	n	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0205.11	1.2.3.4	Bald	0
372124				hon tshɐŋ	cupboard / cabinet	n	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0528.11			0
367265				hwɑ sən	peanut	n	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0434.11	3.1.4	Seeds and flowers, nuts	0
366969			5:bChinese	hwɑŋ kɑ	cucumber	n	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0429.11	3.1.5	Fruits and vegetables	0
367070			65:bChinese	hwɑŋ təu	soya bean	n	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0431.11	3.1.4	Seeds and flowers, nuts	0
366611			5:bChinese	hɐi tso	pepper (hot) / chili	n	1806	rGyalrong (Maerkang)	78	3.3.1	rGyalrong	Huang and Dai 92 TBL	TBL	0422.11	3.1.5	Fruits and vegetables	 1
