lexicon.rn	analysis	user_an	other_an	lexicon.reflex	lexicon.gloss	lexicon.gfn	languagenames.lgid	languagenames.language	languagegroups.grpid	languagegroups.grpno	languagegroups.grp	citation	languagenames.srcabbr	lexicon.srcid	lexicon.semkey	chapters.chaptertitle	num_notes
367698				( n) thei¹³	meat	n	1809	Zhaba (Daofu County)	34	3.2	Qiangic	Huang and Dai 92 TBL	TBL	0443.14	1.1.1.1	Flesh/Meat	0
387876				(a⁵⁵) ta³³mbu⁵⁵	first	num	1809	Zhaba (Daofu County)	34	3.2	Qiangic	Huang and Dai 92 TBL	TBL	0833.14	9.9	Numbers and numeric expression	0
387926				(a⁵⁵) ȵi⁵⁵pa⁵⁵	second	num	1809	Zhaba (Daofu County)	34	3.2	Qiangic	Huang and Dai 92 TBL	TBL	0834.14	9.9	Numbers and numeric expression	0
408989				(gu¹³) ɬa⁵⁵ɬa⁵⁵	nod	v.	1809	Zhaba (Daofu County)	34	3.2	Qiangic	Huang and Dai 92 TBL	TBL	1267.14	1.2.1	Head/Headed	0
402069				(ja⁵⁵) ma³³zɿ³³	clumsy / awkward		1809	Zhaba (Daofu County)	34	3.2	Qiangic	Huang and Dai 92 TBL	TBL	1113.14	9.6.2.2	Negative Human Qualities	0
382398				(khu⁵⁵) ta⁵⁵	in (the sky)	prep	1809	Zhaba (Daofu County)	34	3.2	Qiangic	Huang and Dai 92 TBL	TBL	0726.14	10.1.1	Prepositions	0
382452				(khu⁵⁵) ʑʌ⁵⁵	under (the sky)	prep	1809	Zhaba (Daofu County)	34	3.2	Qiangic	Huang and Dai 92 TBL	TBL	0727.14	9.2.2	Down	0
399247				(ko³³) tɕi⁵⁵tɕi⁵⁵	expensive		1809	Zhaba (Daofu County)	34	3.2	Qiangic	Huang and Dai 92 TBL	TBL	1054.14	5.9	Monetary Terms	0
399301				(ko³³)jɪ³³jɪ⁵⁵	cheap		1809	Zhaba (Daofu County)	34	3.2	Qiangic	Huang and Dai 92 TBL	TBL	1055.14	5.9	Monetary Terms	0
382607				(la³³) ʂtsa⁵⁵	at the bottom of (a hill)	prep	1809	Zhaba (Daofu County)	34	3.2	Qiangic	Huang and Dai 92 TBL	TBL	0730.14	10.0	Grammatical Words	0
