lexicon.rn	analysis	user_an	other_an	lexicon.reflex	lexicon.gloss	lexicon.gfn	languagenames.lgid	languagenames.language	languagegroups.grpid	languagegroups.grpno	languagegroups.grp	citation	languagenames.srcabbr	lexicon.srcid	lexicon.semkey	chapters.chaptertitle	num_notes
470968				(?-a)	alone, lonely		1970	Tangut [Xixia]	33	3.1	Tangut	Li 97 Tangut	LFW1997	3455	7.1.6.1	Single/part/few	0
468450				(?ar)	kind of horse	n	1970	Tangut [Xixia]	33	3.1	Tangut	Li 97 Tangut	LFW1997	0486	8.3.3.2.1	Kind	0
471531				(?ar)	move, shift		1970	Tangut [Xixia]	33	3.1	Tangut	Li 97 Tangut	LFW1997	4123	6.7.11	Movement (general)	0
469467				(?ej)	tanned (leather)		1970	Tangut [Xixia]	33	3.1	Tangut	Li 97 Tangut	LFW1997	1672	1.6.5.1	Hide/Leather	0
471188				(?ew)	herd, tend		1970	Tangut [Xixia]	33	3.1	Tangut	Li 97 Tangut	LFW1997	3719	2.1.2	Bovine	0
472719				(?jạ)	ugly		1970	Tangut [Xixia]	33	3.1	Tangut	Li 97 Tangut	LFW1997	5517	7.1.3	Human qualities and appearance	0
472936				(?jĩ)	drive away, banish, expel		1970	Tangut [Xixia]	33	3.1	Tangut	Li 97 Tangut	LFW1997	5759	6.7.10	Move with something else	0
471519				(?jij)	thick growth of grass		1970	Tangut [Xixia]	33	3.1	Tangut	Li 97 Tangut	LFW1997	4110	9.7.2	Verbs referring to size/shape	0
472733				(?jịj)	laud, extol		1970	Tangut [Xixia]	33	3.1	Tangut	Li 97 Tangut	LFW1997	5532			0
471557				(?jo)	point, tip, fine		1970	Tangut [Xixia]	33	3.1	Tangut	Li 97 Tangut	LFW1997	4151	6.2.2.2	Move an object	0
468228				(?jor)	coarse, rough		1970	Tangut [Xixia]	33	3.1	Tangut	Li 97 Tangut	LFW1997	0227	7.1.4.2	Feel/Tactile/Texture	0
