lexicon.rn	analysis	user_an	other_an	lexicon.reflex	lexicon.gloss	lexicon.gfn	languagenames.lgid	languagenames.language	languagegroups.grpid	languagegroups.grpno	languagegroups.grp	citation	languagenames.srcabbr	lexicon.srcid	lexicon.semkey	chapters.chaptertitle	num_notes
423998				(bɑ³¹peŋ³⁵) gɑ⁵³	scatter (seeds)	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1597.25	6.10.3	Wide separation - Scatter	0
420775				(hi⁵⁵we⁵⁵) ɑ⁵⁵goŋ⁵⁵	take / hold / get	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1528.25	6.21	Acquisitions	0
407363				(jɑŋ⁵⁵bɹeŋ⁵⁵) o⁵³	hunt		1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1230.25	6.2.2.1	Assorted action verbs	0
414676				(kɹu⁵³) ju⁵⁵ge⁵⁵	muddle (the water)	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1395.25	10.0	Grammatical Words	0
404438				(sum⁵⁵)ɑ⁵⁵thu⁵⁵	guess (a riddle)		1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1165.25	8.3.1.12.1	Know, Believe	0
431038	m,m,p,475			(ɑ³¹so⁵⁵) ɑ³¹me⁵⁵	castrate (cocks)	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1746.25	1.9.2.3	Castrate	0
411032				(ɦa³¹ɹi³⁵)ɑ⁵⁵ɕe⁵⁵ɹe⁵⁵	spin (into yarn)	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1313.25	6.7.6	Circularly	0
422081				be⁵⁵	become worn through (clothing)	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1556.25	9.5	Change of state	0
346309				be⁵⁵jɑ⁵⁵	cliff	n	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0026.25	3.2.5	Landforms and geographical features	0
385327				be⁵⁵jɑ⁵⁵	past, in the	adv	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0783.25	9.1.5	Other Intervals	0
373444				be⁵⁵lɑ⁵⁵	plate / dish	n	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0554.25	5.5	Cooking Implements	0
431589				be⁵⁵pɑ⁵⁵	overflow / spill	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1758.25	6.6	Verbs requiring liquids	0
398779				bioŋ⁵⁵	right / correct		1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1045.25	1.5.3.2	Five	0
359828	m,6019			bi⁵⁵li⁵⁵	pig	n	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0284.25	2.1.12	Porcine	0
370847	m,6019,m			bi⁵⁵li⁵⁵oŋ³⁵	pigsty / pen (hog)	n	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0504.25	5.11.9.5	Outdoor/Temporary structures	0
359983	m,6019,m			bi⁵⁵li⁵⁵ɑ⁵⁵	piglet	n	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0287.25	2.1.12	Porcine	0
366625				bi⁵⁵tsi⁵⁵	pepper (hot) / chili	n	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0422.25	3.1.5	Fruits and vegetables	0
364467				blɑ⁵³	sprout / shoot	nveg	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0380.25	3.1.10	Verbs involving plants	0
427441				boŋ³⁵	cloudy, be (sky) / overcast	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1669.25	3.2.2	Planets/Meteorological objects/Sky	0
357694				boŋ³⁵diu⁵⁵	relatives	n	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0244.25			0
353172				bu⁵⁵	pus	nbp	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0159.25	1.8.6.1	Pus/Gleet	0
418162				bu⁵⁵	shoulder	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1473.25	1.4.3	Shoulder	0
350868				bu⁵⁵tsu⁵⁵	fist	n	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0114.25	1.5.1.1.1	Fist	0
391758				bɯ³¹lɑ⁵⁵ge⁵⁵	classifier for birds	clf	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0842.25	10.1.3	Classifiers	0
349016				bɯ³¹miu⁵⁵bu⁵³	eyebrow	n	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0078.25	1.2.6.6	Eyebrow	0
360965	3629			bɯ³¹|ɹuɑ³⁵	dragon	n	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0306.25	2.1.5	Dragon	0
345375	3629,m			bɯ³¹|ɹuɑ³⁵mbo⁵³	thunder	n	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0008.25	3.2.1	Weather and seasons	0
408123	3629,m			bɯ³¹|ɹuɑ³⁵mbo⁵³	thunder	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1248.25	3.2.1	Weather and seasons	0
385125	m,m,2501			bɯ⁵⁵ja⁵⁵nu⁵⁵	last year	n/adv	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0779.25	9.9	Numbers and numeric expression	0
387887				bɯ⁵⁵khɯn⁵⁵ge⁵⁵	first	num	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0833.25	9.9	Numbers and numeric expression	0
387937				bɯ⁵⁵kɑ³¹ni⁵⁵	second	num	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0834.25	9.9	Numbers and numeric expression	0
419563	6276,m			bɯ⁵⁵po⁵³	flow (of water)	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1502.25	6.6.1	Float	0
383080				bɯ⁵⁵ȵi⁵³	yesterday	n/adv	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0739.25	9.1.3	Days	0
354168				bɑ³¹lioŋ⁵⁵me⁵⁵	peasant	n	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0178.25			0
423167				bɑ⁵³ we⁵⁵	go / leave	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1579.25	6.7.2	Outward	0
385590				bɑ⁵³tiu³⁵	initially / beginning, in the	adv	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0788.25	10.1.1	Prepositions	0
417795				bɑ⁵³tiu³⁵	start / begin	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1465.25	9.5	Change of state	0
395565	5551,m			bɑ⁵⁵ɑ⁵⁵	thin	adj	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0981.25	9.7.2	Verbs referring to size/shape	0
410045				bɹeŋ⁵⁵	snap (thread)	vi	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1290.25	9.3	Sounds	0
428516				bɹi⁵⁵	swallow	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1692.25	1.3.5.6	Swallow	0
395727	111			bɹoŋ⁵⁵bɑ⁵⁵	full	adj	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0984.25	1.1.3.2	Satiated/Full/Enough	0
420310	111			bɹoŋ⁵⁵bɑ⁵⁵	full, be / filled up	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1518.25	1.1.3.2	Satiated/Full/Enough	0
391808				bɹɯ⁵⁵	classifier for sticks	clf	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0843.25	10.1.3	Classifiers	0
394824	m,m,549			bɹɑŋ³⁵tɕi⁵⁵ɑ⁵⁵	thin (in diameter) / fine / tiny	adj	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0967.25	9.7.2	Verbs referring to size/shape	0
424939				bɹɑ⁵⁵	grow	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1617.25	9.7.2	Verbs referring to size/shape	0
425082	70			bɹɑ⁵⁵	birth, give to	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1620.25	1.1.2	Life/Breathe/Exist	0
432889				bɹɑ⁵⁵	grow up	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1786.25	9.7.2	Verbs referring to size/shape	0
396100				deŋ⁵⁵	pointed	adj	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0992.25	6.2.2.2	Move an object	0
432791	6286			de⁵⁵	stand	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1784.25	1.5.2	Foot	0
422542				dioŋ⁵³	ride (a horse)	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1566.25	6.2	Action Verbs with Patient	0
399716				dio⁵⁵ɕi⁵⁵	cold (weather, water)		1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1063.25	7.1.2.3	Temperature	0
410139				diu³⁵	break / snap (stick)	itr.v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1292.25	9.5	Change of state	0
430061				diuŋ⁵⁵di⁵³	believe / trust	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1725.25	8.3.1.12.1	Know, Believe	0
348597	m,6262			diu⁵⁵phɹoŋ⁵⁵	bridge	n	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0070.25	9.10.2	Waterways/Having to do with water	0
397765				diŋ⁵⁵	fat		1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1024.25	1.6.4	Fat/Be Fat	0
397816				diŋ⁵⁵	fat (pig)		1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1025.25	1.6.4	Fat/Be Fat	0
422352				diɑŋ³⁵	pave / lay	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1562.25	6.17	Putting	0
418967				diɑŋ⁵³	leave sthg. behind	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1490.25	6.10.2	Intentional loss - Abandon	0
420003				diɑŋ⁵³	set (of the sun)	v.	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1512.25	6.17	Putting	0
397667				doŋ⁵⁵	clear (water)		1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1022.25	9.6.1.1	Positive Qualities	0
401060				doŋ⁵⁵	clear / lucid		1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	1090.25	9.6.1.1	Positive Qualities	0
355674				duk gɯr	hunchback	n	1821	Yidu	6	1.1.2	Deng	Huang and Dai 92 TBL	TBL	0207.25	1.4.8.3	Hunchback	0
