lexicon.rn	analysis	user_an	other_an	lexicon.reflex	lexicon.gloss	lexicon.gfn	languagenames.lgid	languagenames.language	languagegroups.grpid	languagegroups.grpno	languagegroups.grp	citation	languagenames.srcabbr	lexicon.srcid	lexicon.semkey	chapters.chaptertitle	num_notes
445185	m,1715			(hàa)-hǎam-INV	yawn		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	747	1.3.1.3	Yawn/Gape	0
444844	4674		65:5446,65:4674	(hlâa) sǎa-I, sak-II	sing (song)		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	674	5.1	Waste products	0
446018	4900			(hnâa) hnok-I, hnoʔ-II	obstructive, disturb	be v.	1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	900	8.3.1.6.2	Distress	0
447101	5123			(kěe) hlâaŋ-I hlǎan-II	take steps		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	1123	6.21	Acquisitions	0
445051	4715			(khan) hot-I, hoʔ-II	hunt game (by flushing the game while hunters wait in ambush)		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	715	5.8	Religion	0
442931	4296			(kǐl)-kôoy-INV	keep, take care		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	296	6.18	Possession	0
445605	4822			(lâay/mii) nôoŋ-I, nǒon-II	murder		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	822	6.4	Harm	0
443128	4334,3514			(lây)-phut	dust, powder		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	334	3.2.11	Ground/Earth/Soil/Dirt	0
445004	2136,4703			(mây)-hò(o)l	charcoal		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	703	3.2.4	Elements, metals, alloys	0
443025	4312		65:4312,65:5846,65:5846	(mit) kày-I, kǎy-II	squint (e.g. eyes)	v	1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	312	1.2.6.13	Squint	0
445933	m,m,4882			(nu/pa)-hmǎy	widow, widower		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	882	4.2.8	Marital roles	0
443494	4402			(rǎay) thôoy-I, -thǒoy-II	offer (sacrifice), utter (incantation)		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	402	8.5.11	Formulaic	0
443000	4308			(thàŋ) kâm-I, kǎm-II	set a trap		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	308	6.17	Putting	0
442953	m,4300			(to)-kòoŋ	loin		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	300	1.4.9	Loins/Groin	0
442270	m,4156			(tsoʔ)-polʔ-INV	mix, mingle		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	156	6.13.4	Mix	0
441692	1603,1733			(vàa)-bǔu	bird-nest		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	38	2.2.4	Birds (in general)	0
444597	4623			(ʔôr)  fok-I, foʔ-II	lust for, desire (e.g. ʔa-zâŋ ʔa-fok 'his penis erects, i.e. the penis desires sth.')		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	623			0
447012	p,2592			ba-hrâa	yam		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	1102	3.1.5	Fruits and vegetables	0
441818	4059			bâa	yam		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	59	3.1.5	Fruits and vegetables	0
441789	103			bǎa-I, baat-II	tired, exhausted		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	53	9.6.2.2	Negative Human Qualities	0
441703	4039			bâa-I, bat-II	owe	v	1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	39	6.22	Exchanges	0
441492	745			bâan	arm		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	1	1.5.1.2	Arm	0
441732	4043			bǎan-I, banʔ-II	reach		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	43	6.21	Acquisitions	0
441631	4027,4027			bâar-|I, bǎar-|II	feed by putting a handful into the mouth		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	27	10.0	Grammatical Words	0
441510	4003			bǎn-|hlâa	banana, plantain		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	3	3.1.5	Fruits and vegetables	0
441641	4029			bat-I, baʔ-II	hang, hang up		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	29	6.1.1.5	Hang	0
441559	4011			bàw	bump, swell		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	11	1.4.10	Buttocks/Rump	0
441659	6133			bày-I, bǎy-II	lame, limp		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	33	1.5.12	Lame/Limp	0
441626	4026			bày-sây-I, bày-sǎy-II	expect, hope		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	26	8.3.1.7.1	Positive	0
441617	4024			bǎŋ-I, baŋʔ-II	equal, similar	be v.	1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	24	8.2	Abstract verbs	0
441536	2155			bèe	bean, pea		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	7	3.1.4	Seeds and flowers, nuts	0
441587	4016			bêel	cheek		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	16	1.2.5.2	Jaw/Cheek	0
441717	4041			bêel	pot		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	41	5.5	Cooking Implements	0
441751	4046			běeŋ-I, beŋʔ-II	slap		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	46	6.8	Striking, hitting verbs	0
441783	4051			bek	temple of head, side of head		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	51	10.1.1	Prepositions	0
441503	4002			belʔ-INV	attach, add		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	2	6.13.3	With Tools	0
441601	4020			bèŋ-I, běn-II	compress (as cloth in a box), press down, crowd		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	20	5.1	Waste products	0
441810	4057			bǐa	word		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	57	8.5.10.2	Garrulosity, verbosity	0
443043	4316			bîa kǎm-I, kamʔ-II	swear, promise		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	316	8.5.1	Scold	0
441773	1753			bia-ruuk	secret, confidential		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	49	8.5.4.2	Soft	0
441746	4045			bîal-I, bǐal-II	round, circle	be v.	1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	45	9.7.1	Shape and size	0
441578	264			bîaŋ	cheek		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	15	1.2.5.2	Jaw/Cheek	0
441637	5700,5700			bîl-|I, bǐl-|II	fold (e.g. a sheet)	v	1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	28	1.4.4.2	Bosom/Lap	0
441546	4008			bilʔ-INV	blunt, not sharp		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	8	7.1.5.1	General - form	0
441553	4010			bok-bôon	brinjal, eggplant		1947	Lai (Hakha)	70	1.2.2	Central Chin	VanBik 09 PKC	KVB-PKC	10	3.1.5	Fruits and vegetables	0
