Glottocode	Concepticon_Gloss	cons
yaku1245	HEAD	# b s $
yaku1245	BONE	ŋ χ $
yaku1245	FIRE	t $
yaku1245	EYE	# χ r χ $
yaku1245	YELLOW	# s h r χ j $
yaku1245	RED	# k h l $
yaku1245	MOON	j $
yaku1245	ONE	# b r $
yaku1245	PERSON	# k h
yaku1245	THIS	# b
yaku1245	SMOKE (EXHAUST)	# b r
yaku1245	STONE	# t s $
yaku1245	SUN	# k n $
yaku1245	KNOW (SOMETHING)	# b l $
yaku1245	SMALL	# k tʃ g j $
yaku1245	FEATHER	# t
yaku1245	BELLY	s $
yaku1245	DOG	t $
yaku1245	DRINK	s $
yaku1245	EAT	# s
yaku1245	SKIN	# t r
yaku1245	KNEE	# t b k $
yaku1245	GREEN	# k χ $
yaku1245	STAR	# s l s $
yaku1245	SIT	l r $
yaku1245	ASH	# k l $
yaku1245	TONGUE	# t l $
yaku1245	HORN (ANATOMY)	# m s $
yaku1245	EAT	h
yaku1245	COLD	# t m n
yaku1245	DIE	l $
yaku1245	SEE	# k r $
yaku1245	NOT	# m
yaku1245	FAT (ORGANIC SUBSTANCE)	# s
yaku1245	DRY	# k r n χ $
yaku1245	LEAF	# s b r d χ $
yaku1245	MAN	r + k h
yaku1245	NAME	t $
yaku1245	COME	# k l $
yaku1245	BITE	t r $
yaku1245	WHAT	# t χ $
yaku1245	NOSE	# m r n $
yaku1245	HEART	# s r χ $
yaku1245	LONG	h n $
yaku1245	BARK	# χ t r k $
yaku1245	TAIL	# k t r k $
yaku1245	STAND	# t r $
yaku1245	EARTH (SOIL)	# s r $
yaku1245	NECK	# m j $
yaku1245	MOUTH	j̃ χ $
yaku1245	BREAST	# t s $
yaku1245	TOOTH	# t s $
yaku1245	WHO	# k m $
yaku1245	ROOT	# s l s $
yaku1245	WATER	
yaku1245	BLOOD	# χ n $
yaku1245	BIRD	# k t r $
yaku1245	TWO	k
yaku1245	SAY	# d
yaku1245	THAT	l $
yaku1245	SAND	# k m χ $
yaku1245	CLOUD	# b l t $
yaku1245	EGG	# s m t $
yaku1245	FLY (MOVE THROUGH AIR)	# k t $
yaku1245	CLAW	# t ŋ r χ $
yaku1245	WHITE	r ŋ $
yaku1245	EARTH (SOIL)	# b r $
yaku1245	WALK	# χ m p $
yaku1245	EAR	# k l g χ $
yaku1245	MAN	r + k h
yaku1245	THOU	n $
yaku1245	ROUND	# t g r k $
