Glottocode	Concepticon_Gloss	cons
nort2697	BIG	# b j k $
nort2697	SMOKE (EXHAUST)	# t s t
nort2697	BARK	# ɢ b ɢ $
nort2697	BLOOD	# ɢ n $
nort2697	MANY	χ $
nort2697	COLD	# s j ɢ $
nort2697	NIGHT	# k
nort2697	THOU	# s n $
nort2697	I	# m n $
nort2697	BONE	# s m k $
nort2697	ASH	# k l $
nort2697	TREE	ɣ
nort2697	HEART	r k $
nort2697	EARTH (SOIL)	# t r p ɢ $
nort2697	FULL	# d l
nort2697	FISH	# b l ɢ $
nort2697	EARTH (SOIL)	# j r $
nort2697	THAT	
nort2697	EGG	# j m r t
nort2697	STAND	# d r $
nort2697	TWO	k
nort2697	GIVE	# v r $
nort2697	YELLOW	# s r
nort2697	LONG	z n $
nort2697	DRINK	tɕ $
nort2697	BREAST	# d ʃ $
nort2697	HEAR	ʃ t $
nort2697	CLOUD	# b l t $
nort2697	NECK	# b j n $
nort2697	HORN (ANATOMY)	# b j n z $
nort2697	DRY	# ɢ r
nort2697	EYE	# k z $
nort2697	SUN	# gʲ n ʃ $
nort2697	SWIM	z $
nort2697	SUN	# gʲ n $
nort2697	NEW	# j n
nort2697	MOON	j $
nort2697	GOOD	# j χ ʃ
nort2697	NOT	# m
nort2697	TAIL	# ɢ j r ɢ $
nort2697	SEE	# gʲ r $
nort2697	LOUSE	# b t $
nort2697	WHITE	ɣ $
nort2697	KILL	l d r $
nort2697	KNEE	# d z $
nort2697	NAME	d $
nort2697	ROOT	# k k $
nort2697	GREEN	# j ʃ l $
nort2697	SMALL	# k tɕ k $
nort2697	WHO	# k m $
nort2697	SAY	# s j l
nort2697	WE	# b z $
nort2697	BURN	# j n $
nort2697	DOG	t $
nort2697	FAT (ORGANIC SUBSTANCE)	# j ɣ $
nort2697	EAT	# j
nort2697	WALK	# j r
nort2697	BLACK	# ɢ r
nort2697	ROUND	# j m r
nort2697	FEATHER	# l l k $
nort2697	SAY	# d
nort2697	LEAF	# j r p ɢ $
nort2697	BITE	# d ʃ l
nort2697	FIRE	d $
nort2697	KNOW (SOMETHING)	# b l $
nort2697	NOSE	# b r n $
nort2697	CLAW	j n ɢ $
nort2697	BIRD	# ɢ ʃ $
nort2697	WATER	# s
nort2697	EAR	# ɢ l ɢ $
nort2697	STONE	# d ʃ $
nort2697	BREAST	# k k s $
nort2697	WOMAN	# ɢ d n $
nort2697	TONGUE	# d l $
nort2697	MOUTH	ɣ z $
nort2697	BELLY	# ɢ r n $
nort2697	WHAT	# n
nort2697	WALK	# gʲ z $
nort2697	THIS	# b
nort2697	TOOTH	# d ʃ $
nort2697	SKIN	# d r
nort2697	FEATHER	# t k $
nort2697	FLY (MOVE THROUGH AIR)	tɕ $
nort2697	ROUND	# d v r l
nort2697	DIE	l $
nort2697	HEAD	# b ʃ $
nort2697	SIT	t r $
nort2697	COME	# gʲ l $
nort2697	BITE	# ɢ p $
nort2697	SLEEP	# j t $
nort2697	SAND	# ɢ m $
nort2697	MAN	# k ʃ
nort2697	LIVER	# b ɣ r $
nort2697	ONE	# b r $
nort2697	STAR	l d z $
bara1273	PERSON	# k ʃ
bara1273	EAT	# j
bara1273	BREAST	# t ʃ $
bara1273	ROOT	# t m r $
bara1273	SMOKE (EXHAUST)	# t t n $
bara1273	GREEN	# j ʃ l $
bara1273	BARK	# q b q $
bara1273	EAT	ʃ
bara1273	FLY (MOVE THROUGH AIR)	
bara1273	EARTH (SOIL)	# j r $
bara1273	NAME	t $
bara1273	FIRE	t $
bara1273	MANY	# k p $
bara1273	THOU	# s n $
bara1273	SEE	# k r $
bara1273	WHAT	# n m
bara1273	WOMAN	# q t n $
bara1273	WATER	# s
bara1273	SIT	t r $
bara1273	BIG	l
bara1273	BREAST	# k k r k $
bara1273	LIVER	# b w r $
bara1273	BIRD	# q ʃ $
bara1273	SMALL	# k
bara1273	WHITE	q $
bara1273	FISH	# b l q $
bara1273	SAY	j t $
bara1273	SAY	# t
bara1273	FULL	# t l $
bara1273	WALK	# j r $
bara1273	TWO	k
bara1273	COME	# k l $
bara1273	GIVE	# b r $
bara1273	DRINK	
bara1273	BLOOD	# q n $
bara1273	WHO	# k m $
bara1273	I	# m n $
bara1273	MAN	r $
bara1273	STAND	# t r $
bara1273	EYE	# k z $
bara1273	TONGUE	# t l $
bara1273	SUN	# q j ʃ $
bara1273	KNOW (SOMETHING)	# p l $
bara1273	SAND	# q m $
bara1273	SWIM	# j s $
bara1273	DIE	l $
bara1273	HEAD	# p ʃ $
bara1273	MOUTH	w s $
bara1273	NEW	# j ŋ
bara1273	MOON	j $
bara1273	NECK	# m j n $
bara1273	HEAR	ʃ t $
bara1273	SLEEP	# j q l
bara1273	HEAR	q $
bara1273	GOOD	# j q ʃ
bara1273	ONE	# p r $
bara1273	TAIL	# q j r q $
bara1273	BONE	# s k $
bara1273	RED	# q z l $
bara1273	ROOT	# t z l $
bara1273	DRY	# q q $
bara1273	HEART	# j r k $
bara1273	NIGHT	# t n $
bara1273	KILL	j t r $
bara1273	TREE	ɣ ts $
bara1273	DOG	t $
bara1273	STONE	# t ʃ $
bara1273	EAR	# q l q $
bara1273	YELLOW	# s r
bara1273	THAT	l $
bara1273	THIS	# b
bara1273	LONG	z n $
bara1273	SKIN	# t r
bara1273	LEAF	# j p r q $
bara1273	NOSE	# m r n $
bara1273	KNEE	# t z
bara1273	FAT (ORGANIC SUBSTANCE)	# m j $
bara1273	EGG	# j m r t q
bara1273	LEAF	# q v q $
bara1273	CLOUD	# p l t $
bara1273	WE	# b z $
bara1273	BELLY	
bara1273	NOT	# m
bara1273	BURN	# j n $
bara1273	BLACK	# q r
bash1264	LOUSE	# b t $
bash1264	PERSON	# k ʃ
bash1264	SKIN	# t r
bash1264	FIRE	t $
bash1264	BREAST	# k k r k $
bash1264	BONE	# h j k $
bash1264	KILL	l t r $
bash1264	GOOD	# j q ʃ
bash1264	SLEEP	# j q l
bash1264	SIT	l t r $
bash1264	HEAD	# b ʃ $
bash1264	THIS	# b l $
bash1264	ROUND	# t m l q $
bash1264	STAND	# t r $
bash1264	EAR	# q l q $
bash1264	GREEN	# j ʃ l $
bash1264	SAND	# q m $
bash1264	SMALL	# b l k j $
bash1264	WHAT	# n
bash1264	SAY	j t $
bash1264	THOU	# h n $
bash1264	FISH	# b l q $
bash1264	COME	# k l $
bash1264	KNOW (SOMETHING)	# b l $
bash1264	WE	# b ð $
bash1264	CLAW	# t r n q $
bash1264	BLOOD	# q n $
bash1264	EARTH (SOIL)	# j r $
bash1264	NIGHT	# t n $
bash1264	MOON	j $
bash1264	EGG	# j m r t q
bash1264	SEE	# k r $
bash1264	BARK	# q b q $
bash1264	TREE	ɣ s $
bash1264	STONE	# t ʃ $
bash1264	NOT	# m
bash1264	HORN (ANATOMY)	# m g ð $
bash1264	EYE	# k ð $
bash1264	THAT	# t g
bash1264	WALK	# j r
bash1264	STAR	# j n d ð $
bash1264	WOMAN	# q t n $
bash1264	BREAST	# t ʃ $
bash1264	LONG	ð n $
bash1264	BIRD	# q ʃ $
bash1264	EARTH (SOIL)	# t p r q $
bash1264	ROOT	# t m r $
bash1264	DIE	l $
bash1264	SAY	# t
bash1264	WATER	# h w $
bash1264	ONE	# b r $
bash1264	LIVER	# b w r $
bash1264	ASH	# k l $
bash1264	TOOTH	# t ʃ $
bash1264	KNEE	# t b q $
bash1264	SMOKE (EXHAUST)	# t t n $
bash1264	SWIM	# j ð $
bash1264	LEAF	# j p r q $
bash1264	WHITE	q $
bash1264	I	# m n $
bash1264	SEED	r l q $
bash1264	GIVE	# b r $
bash1264	BELLY	s $
bash1264	DRINK	s $
bash1264	DOG	t $
bash1264	BLACK	# q r
bash1264	DRY	# q r
bash1264	HEART	# j r k $
bash1264	BURN	# j n $
bash1264	MOUTH	w ð $
bash1264	YELLOW	# h r
bash1264	FLY (MOVE THROUGH AIR)	s $
bash1264	MAN	r + k ʃ
bash1264	NEW	# j ŋ
bash1264	WHO	# k m $
bash1264	SUN	# q j ʃ $
bash1264	TONGUE	# t l $
bash1264	HEAR	ʃ t $
bash1264	FAT (ORGANIC SUBSTANCE)	# m j $
bash1264	TWO	k
bash1264	RED	# q ð l $
bash1264	TAIL	# q j r q $
bash1264	ROUND	# j m r
bash1264	CLOUD	# b l t $
bash1264	MANY	# k p $
bash1264	MAN	r + k ʃ
bash1264	BELLY	# q r h q $
bash1264	FULL	# t l
bash1264	COLD	# h w q $
bash1264	EAT	ʃ
bash1264	NECK	# m j n $
bash1264	BITE	# t ʃ l
chuv1255	SEED	# v r
chuv1255	ONE	# p r $
chuv1255	WHITE	# ʃ r
chuv1255	BURN	# ɕ n $
chuv1255	GREEN	# s m s $
chuv1255	WATER	# ʃ v $
chuv1255	FISH	# p l
chuv1255	WOMAN	# χ r r m $
chuv1255	BARK	# χ b
chuv1255	TONGUE	# tɕ l ɣ
chuv1255	EAR	# χ l ɣ
chuv1255	FULL	# t l
chuv1255	DOG	# j d
chuv1255	WHAT	# m n $
chuv1255	I	b
chuv1255	MAN	r ʑ n $
chuv1255	BONE	# ʃ m
chuv1255	TAIL	# χ r
chuv1255	TREE	# j v ɕ $
chuv1255	COME	# k l $
chuv1255	KNOW (SOMETHING)	# p l $
chuv1255	NIGHT	# ɕ r $
chuv1255	HEAD	# p ɕ $
chuv1255	CLOUD	# p l t $
chuv1255	BIRD	# k j k $
chuv1255	BREAST	# k g r $
chuv1255	EARTH (SOIL)	# t p r
chuv1255	FLY (MOVE THROUGH AIR)	# v ɕ $
chuv1255	BLACK	# χ r
chuv1255	NOT	# m
chuv1255	THAT	# l ʃ $
chuv1255	SEE	# k r $
chuv1255	STONE	# tɕ l $
chuv1255	SUN	# χ v l $
chuv1255	ROOT	# t m r $
chuv1255	FAT (ORGANIC SUBSTANCE)	# ɕ
chuv1255	SIT	# l r $
chuv1255	LIVER	# p v r $
chuv1255	CLAW	# tɕ r n
chuv1255	NEW	# ɕ n
chuv1255	DIE	# v l $
chuv1255	THOU	z
chuv1255	WOMAN	# χ r r m $
chuv1255	KNEE	# tɕ r g ɕ
chuv1255	WE	b r $
chuv1255	EYE	# k ɕ $
chuv1255	HEART	# tɕ r
chuv1255	MAN	r ʑ n $
chuv1255	KILL	# v l r $
chuv1255	FEATHER	# t k $
chuv1255	STAND	# t r $
chuv1255	RED	# χ r l
chuv1255	MOON	j χ $
chuv1255	PERSON	# ɕ n $
chuv1255	ROUND	# ɕ v r g
chuv1255	NECK	# m j $
chuv1255	EARTH (SOIL)	# ɕ r $
chuv1255	LONG	# v r m $
chuv1255	BIG	# p z k $
chuv1255	SAY	# t
chuv1255	THIS	# k
chuv1255	KNEE	# tɕ r g ɕ
chuv1255	STAR	# ɕ l d r $
chuv1255	LEAF	# ɕ l ʑ
chuv1255	HORN (ANATOMY)	# m j r g
chuv1255	SKIN	# t r
chuv1255	MOUTH	# ɕ v r $
chuv1255	HEAR	l t $
chuv1255	BITE	# ɕ r t $
chuv1255	BELLY	# χ r m $
chuv1255	COLD	# s v
chuv1255	WHO	# k m $
chuv1255	DRY	# t b
chuv1255	EGG	# ɕ m r d
chuv1255	EAT	# ɕ
chuv1255	GIVE	# p r $
chuv1255	SLEEP	# ɕ v r $
chuv1255	NAME	# j t $
chuv1255	SAND	# χ j r $
chuv1255	WALK	# ɕ r
chuv1255	TOOTH	# ʃ l $
chuv1255	TWO	k
chuv1255	SMOKE (EXHAUST)	# t d m $
chuv1255	BLOOD	# j n $
chuv1255	FIRE	# v t $
chuv1255	LOUSE	# p j d
chuv1255	ASH	# k l $
chuv1255	DRINK	ɕ $
	FAT (ORGANIC SUBSTANCE)	# j v $
	TAIL	# c j r g $
	LEAF	# j p r c $
	BIG	l
	RED	# q z l $
	LOUSE	# b t $
	GOOD	# j c s
	EAR	# q l g $
	STONE	# t s $
	STAND	# t r $
	DOG	t $
	KILL	# j r + t $
	DRY	# q r
	ROUND	# t g r m
	WHITE	c $
	ROOT	# t b $
	EGG	# j m r t k
	YELLOW	# s r
	TREE	# t r c $
	ONE	# b r $
	NEW	# j ŋ
	GIVE	# b r $
	BELLY	# c r n $
	FIRE	t $
	NOSE	# b r n $
	TWO	k
	KNEE	# t s g
	WATER	# s
	FISH	# b l k $
	BLOOD	# k n $
	KNOW (SOMETHING)	# b l $
	I	# m n $
	SEED	r
	WHAT	# n
	CLOUD	# b l t $
	BLACK	# k r
	GREEN	# j s $
	BIRD	# k s $
	SIT	l t r $
	BREAST	# t s $
	SMALL	# k tɕ
	TOOTH	# t s $
	DIE	l $
	SAY	# d
	NAME	t $
	SKIN	# b l w $
	SAY	j t $
	SUN	# k n $
	MOON	j $
	STAR	# j l d s $
	FEATHER	# j ŋ $
	PERSON	# k s
	FULL	# t l
	WOMAN	# k t
	EYE	# k z $
	CLAW	# t r m c $
	THOU	# s n $
	NECK	# b j n $
	THIS	# b
	THAT	l $
	NIGHT	# t n $
	FLY (MOVE THROUGH AIR)	tɕ $
	HEAD	# b s $
	BONE	# s t $
	WOMAN	# t s
	MANY	# c p $
	SEE	# k r $
	DRINK	z $
	GOOD	j g
	BURN	# c j $
	NOT	# m
	LONG	z n $
	MAN	r $
	ROUND	# tɕ w r
	WE	# b x $
	WALK	# j r $
	BREAST	# k k s g $
	MOUTH	g s $
	DRY	# k k $
	EAT	ʃ
	BITE	# t s l
	SLEEP	j
	SAND	# k m $
	SMOKE (EXHAUST)	# t t m $
	HORN (ANATOMY)	# m ŋ s $
	COME	# k l $
	COLD	# s ɢ $
	EARTH (SOIL)	# j r $
	HEAR	s t $
	WHO	# k m $
	TONGUE	# t l $
	ROUND	# j r g l k $
	SWIM	# j z $
	BARK	# c b c $
crim1257	CLOUD	# b l t $
crim1257	GIVE	# b r $
crim1257	SEE	# k r $
crim1257	SMOKE (EXHAUST)	# t t n $
crim1257	KNOW (SOMETHING)	# b l $
crim1257	HORN (ANATOMY)	# b j n z $
crim1257	FISH	# b l q $
crim1257	COLD	# s v q $
crim1257	TAIL	# q j r q $
crim1257	I	# m n $
crim1257	RED	# k z l $
crim1257	NECK	# b j n $
crim1257	BIRD	# q ʃ $
crim1257	SAND	# q m $
crim1257	LONG	z n $
crim1257	BELLY	# q r n $
crim1257	MOON	j $
crim1257	SMALL	f q $
crim1257	BURN	# j n $
crim1257	FEATHER	# q n t $
crim1257	SUN	# k n ʃ $
crim1257	FULL	# t l
crim1257	YELLOW	# s r
crim1257	THAT	
crim1257	HEAD	# b ʃ $
crim1257	NOT	# m
crim1257	TOOTH	# t ʃ $
crim1257	SLEEP	# j q l
crim1257	BARK	# q b q $
crim1257	WOMAN	# q s q j q l
crim1257	SWIM	# j l d
crim1257	EAT	ʃ
crim1257	STAR	# j l d z $
crim1257	THIS	# b
crim1257	ROUND	# t m l q $
crim1257	EARTH (SOIL)	# j r $
crim1257	TWO	k
crim1257	WOMAN	# q d n $
crim1257	TONGUE	# t l $
crim1257	FAT (ORGANIC SUBSTANCE)	# j ɣ $
crim1257	EGG	# j m r t
crim1257	FLY (MOVE THROUGH AIR)	tɕ $
crim1257	BITE	# t ʃ l
crim1257	HEART	# j r k $
crim1257	WHO	# k m $
crim1257	STONE	# t ʃ $
crim1257	BIG	# b j k $
crim1257	EYE	# k z $
crim1257	HEAR	ʃ t $
crim1257	GREEN	# j ʃ l $
crim1257	COME	# k l $
crim1257	STAND	# t r $
crim1257	MOUTH	ɣ z $
crim1257	SAY	j t $
crim1257	LEAF	# j p r q $
crim1257	DRINK	tɕ $
crim1257	EAR	# q l q $
crim1257	ASH	# k l $
crim1257	SIT	t r $
crim1257	SEED	r l q $
crim1257	WHAT	# n
crim1257	EARTH (SOIL)	# t p r q $
crim1257	NAME	d $
crim1257	SKIN	# t r
crim1257	LOUSE	# b t $
crim1257	NOSE	# b r n $
crim1257	WALK	# j r $
crim1257	CLAW	# t r n q $
crim1257	NEW	# j ŋ
crim1257	GOOD	# j χ ʃ
crim1257	WE	# b z $
crim1257	DOG	# k p k $
crim1257	MAN	r k k $
crim1257	DIE	l $
crim1257	BELLY	# q r s q $
crim1257	THOU	# s n $
crim1257	KILL	l d r $
crim1257	BREAST	# k k s $
crim1257	WHITE	q $
crim1257	TREE	# t r k $
crim1257	BLOOD	# q n $
crim1257	WATER	# s w $
crim1257	DRY	# q r
crim1257	BLACK	# q r
crim1257	MANY	# tɕ q $
crim1257	KNEE	# t z $
crim1257	ROOT	# t m r $
crim1257	ONE	# b r $
crim1257	GOOD	j
crim1257	NIGHT	# g
crim1257	BONE	# k m k $
dolg1241	DIE	l $
dolg1241	CLOUD	# b l t $
dolg1241	EAT	# h
dolg1241	BREAST	# t s $
dolg1241	KILL	l r $
dolg1241	LIVER	# b r $
dolg1241	NIGHT	# t n $
dolg1241	SMOKE (EXHAUST)	# b r
dolg1241	I	# m n $
dolg1241	BONE	ŋ k $
dolg1241	EGG	# h m t $
dolg1241	FAT (ORGANIC SUBSTANCE)	# h
dolg1241	THIS	# b
dolg1241	WALK	# b r $
dolg1241	SIT	l r $
dolg1241	BLACK	# k r
dolg1241	STONE	# t s $
dolg1241	DRINK	s $
dolg1241	HEAR	h t $
dolg1241	MOON	j $
dolg1241	PERSON	# k h
dolg1241	EAT	h
dolg1241	EYE	# k r k $
dolg1241	MOUTH	nʲ k $
dolg1241	FULL	# t l r
dolg1241	TOOTH	# t s $
dolg1241	ROUND	# t g r k $
dolg1241	STAR	# h l s $
dolg1241	BELLY	s $
dolg1241	ASH	# k l $
dolg1241	THOU	n $
dolg1241	CLAW	# t r b k $
dolg1241	MAN	r + k h
dolg1241	SEE	# k r $
dolg1241	FEATHER	# t
dolg1241	TREE	# m s $
dolg1241	SKIN	# t r
dolg1241	KNOW (SOMETHING)	# b l $
dolg1241	GREEN	# k k $
dolg1241	NAME	t $
dolg1241	TAIL	# k t r k $
dolg1241	LONG	h n $
dolg1241	THAT	l $
dolg1241	ONE	# b r $
dolg1241	EAR	# k l g k $
dolg1241	SLEEP	t j $
dolg1241	SUN	# k n $
dolg1241	MANY	g s $
dolg1241	FISH	# b l k $
dolg1241	EARTH (SOIL)	# b r $
dolg1241	COME	# k l $
dolg1241	EARTH (SOIL)	# h r $
dolg1241	FIRE	t $
dolg1241	SAY	# d
dolg1241	WALK	# h r t $
dolg1241	SAND	# k m k $
dolg1241	SWIM	# k p $
dolg1241	NOT	# b
dolg1241	FLY (MOVE THROUGH AIR)	# k t $
dolg1241	BIRD	# k t r $
dolg1241	DOG	t $
dolg1241	SMALL	# k tʃ g j $
dolg1241	WE	# b h g
dolg1241	NOSE	# m n
dolg1241	DRY	# k r n k $
dolg1241	HEAD	# b s $
dolg1241	MAN	r + k h
dolg1241	WHO	# k m $
dolg1241	WATER	
dolg1241	BURN	# g d r j $
dolg1241	KNEE	# t b k $
dolg1241	BARK	# k t r k $
dolg1241	BIG	l k n $
dolg1241	NEW	# h ŋ
dolg1241	TONGUE	# t l $
dolg1241	GOOD	tɕ g j $
dolg1241	NECK	# m j $
dolg1241	GIVE	# b r $
dolg1241	TWO	k
dolg1241	HEART	# h r k $
dolg1241	ROOT	# h l s $
dolg1241	COLD	# t m n
dolg1241	BLOOD	# k n $
dolg1241	YELLOW	# h h r k j $
dolg1241	BITE	t r $
dolg1241	HORN (ANATOMY)	# m s $
dolg1241	LEAF	# h b r d k $
dolg1241	STAND	# t r $
dolg1241	RED	# k h l $
gaga1249	LONG	z n $
gaga1249	CLOUD	# b l t $
gaga1249	WHAT	# n
gaga1249	NIGHT	# g
gaga1249	DRY	# k r
gaga1249	EARTH (SOIL)	# t p r k $
gaga1249	EYE	# g z $
gaga1249	ROUND	# j v r l k $
gaga1249	FLY (MOVE THROUGH AIR)	tɕ $
gaga1249	WATER	# s
gaga1249	NEW	# j n
gaga1249	SUN	# g n ʃ $
gaga1249	EARTH (SOIL)	# j r $
gaga1249	BIRD	# k ʃ $
gaga1249	TOOTH	# d ʃ $
gaga1249	STAR	# j l d z $
gaga1249	LEAF	# j p r k $
gaga1249	DRINK	tɕ $
gaga1249	KNOW (SOMETHING)	# b l $
gaga1249	KNEE	# d sʲ $
gaga1249	FULL	# d l
gaga1249	SUN	# g n $
gaga1249	SWIM	z $
gaga1249	DOG	# k p k $
gaga1249	TWO	k
gaga1249	NECK	# b j n $
gaga1249	THOU	# s n $
gaga1249	SAND	# k m $
gaga1249	BLOOD	# k n $
gaga1249	BARK	# k b k $
gaga1249	COLD	# s k $
gaga1249	WHO	# k m $
gaga1249	SLEEP	j
gaga1249	TREE	tɕ $
gaga1249	GOOD	j
gaga1249	GREEN	# j ʃ l $
gaga1249	STAND	# d r $
gaga1249	SAY	# s l
gaga1249	FAT (ORGANIC SUBSTANCE)	# j
gaga1249	SAY	# d
gaga1249	ONE	# b r $
gaga1249	WALK	# g z $
gaga1249	BURN	# j n $
gaga1249	EGG	# j m r t
gaga1249	WE	# b z $
gaga1249	THIS	# b
gaga1249	EAT	
gaga1249	HEAD	# b ʃ $
gaga1249	SKIN	# d r
gaga1249	FISH	# b l k $
gaga1249	SMOKE (EXHAUST)	# t t n $
gaga1249	BELLY	# k r n
gaga1249	SEE	# g r $
gaga1249	MOUTH	z $
gaga1249	HEART	r k $
gaga1249	MOON	j $
gaga1249	BIG	# b k $
gaga1249	KILL	l d r $
gaga1249	NAME	d $
gaga1249	BLACK	# k r
gaga1249	EAR	# k l k $
gaga1249	MANY	# tɕ k $
gaga1249	TONGUE	# d l $
gaga1249	DIE	l $
gaga1249	COME	# g l $
gaga1249	STONE	# t ʃ $
gaga1249	SIT	t r $
gaga1249	WOMAN	# k r
gaga1249	THAT	
gaga1249	NOSE	# b r n
gaga1249	HORN (ANATOMY)	# b j n z $
gaga1249	FEATHER	# t j $
gaga1249	BONE	# k m k $
gaga1249	WHITE	k $
gaga1249	ROOT	# k k $
gaga1249	NOT	# m
gaga1249	SMALL	# k k $
gaga1249	BITE	# d l
gaga1249	GIVE	# v r $
gaga1249	ASH	# k l $
gaga1249	TAIL	# k j r k $
gaga1249	YELLOW	# s r
gaga1249	BREAST	# g s $
gaga1249	I	# b n $
gaga1249	CLAW	# t r n k $
gaga1249	HEAR	ʃ t $
kara1465	BLOOD	# q n $
kara1465	TWO	k
kara1465	NECK	# b j n $
kara1465	DRY	# q r ɣ q $
kara1465	I	# m n $
kara1465	TREE	# t r k $
kara1465	DOG	t $
kara1465	TOOTH	# t ʃ $
kara1465	BONE	# s j k $
kara1465	MANY	# k b $
kara1465	THOU	# s n $
kara1465	SEED	r l q $
kara1465	ONE	# b r $
kara1465	FLY (MOVE THROUGH AIR)	tɕ $
kara1465	FISH	# tɕ b q $
kara1465	SAY	# d
kara1465	FULL	# t l
kara1465	SUN	# k n $
kara1465	LIVER	# b w r $
kara1465	BREAST	# k k r k $
kara1465	STAND	# t r $
kara1465	WATER	# s w $
kara1465	HEAD	# b ʃ $
kara1465	HEART	r k $
kara1465	ROOT	# t m r $
kara1465	CLAW	# t r n q $
kara1465	KNEE	# t b q $
kara1465	GOOD	ʃ χ
kara1465	SMOKE (EXHAUST)	# t t n $
kara1465	WALK	r
kara1465	HEAR	ʃ t $
kara1465	ASH	# k l $
kara1465	SIT	l t r $
kara1465	LEAF	# tɕ p r q $
kara1465	COLD	# s w q $
kara1465	DRINK	tɕ $
kara1465	EYE	# k z $
kara1465	HORN (ANATOMY)	# m j z $
kara1465	LOUSE	# b t $
kara1465	THAT	l $
kara1465	STAR	l d z $
kara1465	BIRD	# q n t l
kara1465	DIE	l $
kara1465	KILL	l t r $
kara1465	NIGHT	# k tɕ
kara1465	BURN	# k j $
kara1465	SMALL	# g t tɕ
kara1465	GREEN	ʃ l $
kara1465	BIG	l
kara1465	STONE	# t ʃ $
kara1465	NEW	ŋ
kara1465	MOON	j $
kara1465	SAND	# q m $
kara1465	NOT	# m
kara1465	THIS	# b
kara1465	FEATHER	# t k $
kara1465	BREAST	# t ʃ $
kara1465	EARTH (SOIL)	r $
kara1465	GOOD	g
kara1465	MAN	r k ʃ
kara1465	BELLY	# q r n $
kara1465	FIRE	t $
kara1465	RED	# q z l $
kara1465	LONG	z n $
kara1465	YELLOW	# s r
kara1465	NAME	t $
kara1465	BITE	# q p $
kara1465	BLACK	# q r
kara1465	GIVE	# b r $
kara1465	WHITE	q $
kara1465	COME	# k l $
kara1465	TAIL	# q j r q $
kara1465	SAY	j t $
kara1465	WHAT	# n
kara1465	WE	# b z $
kara1465	SLEEP	q l
kara1465	MOUTH	w z $
kara1465	BARK	# q b q $
kara1465	EAR	# q l q $
kara1465	KNOW (SOMETHING)	# b l $
kara1465	TONGUE	# t l $
kara1465	EARTH (SOIL)	# t p r q $
kara1465	SEE	# k r $
kara1465	SWIM	z $
kara1465	MAN	r k ʃ
kara1465	EAT	ʃ
kara1465	NOSE	# b r n $
kara1465	WOMAN	# t ʃ r w $
kara1465	SKIN	# t r
kara1465	FAT (ORGANIC SUBSTANCE)	w $
kara1465	CLOUD	# b l t $
kara1465	WHO	# k m $
kara1465	FEATHER	# q n t l + t k $
kara1464	SIT	l t r $
kara1464	ONE	# b r $
kara1464	NOT	# m
kara1464	FEATHER	# t k $
kara1464	CLAW	# t r n χ $
kara1464	FULL	# t l
kara1464	EAT	s
kara1464	BURN	# k v $
kara1464	WHO	# k m $
kara1464	GOOD	# j χ ʃ
kara1464	HEART	# j r k $
kara1464	ROUND	# j m l k $
kara1464	DOG	t $
kara1464	BITE	# t ʃ l
kara1464	TREE	# t r k $
kara1464	MAN	r k k $
kara1464	BELLY	# k r n $
kara1464	TWO	k
kara1464	BREAST	# k k r k $
kara1464	LIVER	# b v r $
kara1464	SLEEP	# j k l
kara1464	BIRD	# k ʃ $
kara1464	NEW	# j n ɣ
kara1464	WHITE	k $
kara1464	NIGHT	# k
kara1464	SMOKE (EXHAUST)	# t t n $
kara1464	THAT	l $
kara1464	EYE	# k z $
kara1464	PERSON	# k ʃ
kara1464	FISH	# b l k $
kara1464	STAND	# t r $
kara1464	SEE	# k r $
kara1464	WHAT	# n
kara1464	NECK	# b j n $
kara1464	KNEE	# t z $
kara1464	KILL	l d r $
kara1464	BREAST	# t ʃ $
kara1464	HORN (ANATOMY)	# m ŋ z $
kara1464	TONGUE	# t l $
kara1464	BONE	# s v k $
kara1464	STONE	# t ʃ $
kara1464	MAN	# k ʃ
kara1464	SAND	# k m $
kara1464	BARK	# k b k $
kara1464	SAY	j t $
kara1464	MOUTH	v z $
kara1464	HEAD	# b ʃ $
kara1464	FAT (ORGANIC SUBSTANCE)	# j v $
kara1464	EGG	# j m r t χ
kara1464	BLACK	# k r
kara1464	I	# m n $
kara1464	WATER	# s v $
kara1464	DRINK	tɕ $
kara1464	NOSE	# b r n $
kara1464	FLY (MOVE THROUGH AIR)	tɕ $
kara1464	SKIN	# t r
kara1464	EAR	# k l k $
kara1464	BIG	# b j k $
kara1464	FIRE	t $
kara1464	EARTH (SOIL)	# t p r q $
kara1464	BLOOD	# k n $
kara1464	STAR	# j l d z $
kara1464	DRY	# k r ɣ k $
kara1464	GIVE	# b r $
kara1464	MOON	j $
kara1464	KNOW (SOMETHING)	# b l $
kara1464	WE	# b z $
kara1464	LEAF	# j p r q $
kara1464	CLOUD	# b l t $
kara1464	TAIL	# k j r k $
kara1464	DIE	l $
kara1464	SMALL	# k tɕ
kara1464	BIG	l
kara1464	ROOT	# t m r $
kara1464	GREEN	# j s l $
kara1464	RED	# k z l $
kara1464	THIS	# b
kara1464	WOMAN	# q t n $
kara1464	WALK	# j r
kara1464	SWIM	# j z $
kara1464	COME	# k l $
kara1464	EARTH (SOIL)	# j r $
kara1464	MANY	# k p $
kara1464	BELLY	# k r s χ $
kara1464	MAN	r n $
kara1464	COLD	# s v k $
kara1464	LOUSE	# b t $
kara1464	LONG	z n $
kara1464	THOU	# s n $
